0.000000	1.712869
16.000000	1.334748
32.000000	1.249209
48.000000	1.128042
64.000000	0.946412
80.000000	0.817143
96.000000	0.773963
112.000000	0.751802
128.000000	0.729580
144.000000	0.701404
160.000000	0.677342
176.000000	0.658067
192.000000	0.629474
208.000000	0.627916
224.000000	0.618744
240.000000	0.594347
256.000000	0.572525
272.000000	0.558249
288.000000	0.539181
304.000000	0.545651
320.000000	0.540991
336.000000	0.524304
352.000000	0.491565
368.000000	0.480167
384.000000	0.469478
400.000000	0.462286
416.000000	0.437960
432.000000	0.420759
448.000000	0.414804
464.000000	0.410268
480.000000	0.377197
496.000000	0.387413
512.000000	0.353988
528.000000	0.342777
544.000000	0.317650
560.000000	0.308546
576.000000	0.292926
592.000000	0.363718
608.000000	0.296431
624.000000	0.305754
640.000000	0.274900
656.000000	0.267489
672.000000	0.273123
688.000000	0.246002
704.000000	0.268211
720.000000	0.240278
736.000000	0.243062
752.000000	0.230865
768.000000	0.208225
784.000000	0.215035
800.000000	0.229971
816.000000	0.221067
832.000000	0.207618
848.000000	0.187231
864.000000	0.205639
880.000000	0.158964
896.000000	0.254392
912.000000	0.217774
928.000000	0.210067
944.000000	0.192664
960.000000	0.199734
976.000000	0.186327
992.000000	0.206392
1008.000000	0.188799
1024.000000	0.193400
1040.000000	0.156562
1056.000000	0.188632
1072.000000	0.165162
1088.000000	0.174219
1104.000000	0.169797
1120.000000	0.147156
1136.000000	0.149447
1152.000000	0.165135
1168.000000	0.165960
1184.000000	0.214469
1200.000000	0.111502
1216.000000	0.186197
1232.000000	0.166700
1248.000000	0.171771
1264.000000	0.153955
1280.000000	0.179970
1296.000000	0.148471
1312.000000	0.144934
1328.000000	0.138542
1344.000000	0.135718
1360.000000	0.145332
1376.000000	0.163909
1392.000000	0.144992
1408.000000	0.136628
1424.000000	0.143437
1440.000000	0.167540
1456.000000	0.140546
1472.000000	0.137329
1488.000000	0.124297
1504.000000	0.096015
1520.000000	0.125323
1536.000000	0.176942
1552.000000	0.106324
1568.000000	0.132959
1584.000000	0.144931
1600.000000	0.151631
1616.000000	0.145756
1632.000000	0.138096
1648.000000	0.119384
1664.000000	0.122825
1680.000000	0.132502
1696.000000	0.181996
1712.000000	0.119137
1728.000000	0.126014
1744.000000	0.151884
1760.000000	0.142301
1776.000000	0.141943
1792.000000	0.116092
1808.000000	0.127954
1824.000000	0.142135
1840.000000	0.129485
1856.000000	0.116754
1872.000000	0.118051
1888.000000	0.116720
1904.000000	0.121462
1920.000000	0.128615
1936.000000	0.105506
1952.000000	0.118777
1968.000000	0.115635
1984.000000	0.126539
2000.000000	0.116889
2016.000000	0.140637
2032.000000	0.109922
2048.000000	0.107979
2064.000000	0.115773
2080.000000	0.133932
2096.000000	0.109589
2112.000000	0.191719
2128.000000	0.094782
2144.000000	0.113598
2160.000000	0.109664
2176.000000	0.096404
2192.000000	0.123569
2208.000000	0.134767
2224.000000	0.092327
2240.000000	0.113863
2256.000000	0.110624
2272.000000	0.121125
2288.000000	0.111887
2304.000000	0.124038
2320.000000	0.113972
2336.000000	0.095005
2352.000000	0.104583
2368.000000	0.116233
2384.000000	0.090083
2400.000000	0.117303
2416.000000	0.088707
2432.000000	0.133879
2448.000000	0.104069
2464.000000	0.117288
2480.000000	0.123132
2496.000000	0.105328
2512.000000	0.100049
2528.000000	0.103318
